artistName,trackName,trackPrice,releaseDate,trackExplicitness,primaryGenreName,isStreamable
Mag Lam,可愛的人方可愛,0.99,18/08/2011,Not Explicit,Cantopop/HK-Pop,True
Mag Lam,平凡。明星,0.99,18/08/2011,Not Explicit,Cantopop/HK-Pop,True
Telestic Music & 96wittheheat,Vocalist,0.99,05/06/2020,Not Explicit,Electronic,True
Mag Lam,我們不是公主,0.99,18/08/2011,Not Explicit,Cantopop/HK-Pop,True
Mag Lam,Take Me Through,0.99,18/08/2011,Not Explicit,Cantopop/HK-Pop,True
Mag Lam,乾燥花,0.99,18/08/2011,Not Explicit,Cantopop/HK-Pop,True
Pezzaioli & Tarnassi,Vocalist,0.99,24/06/2021,Not Explicit,Dance,True
Mag Lam,友情演出,0.99,18/08/2011,Not Explicit,Cantopop/HK-Pop,True
Mag Lam,一人旅行團,0.99,18/08/2011,Not Explicit,Cantopop/HK-Pop,True
Jahlnt,Vocalist,0.99,30/08/2023,Not Explicit,Reggae,True
Alexander the IV,Vocalist,0.99,11/03/2022,Explicit,Punk,True
Lloyd Brown,You're Goin' Down (feat. Babyboom),1.29,27/10/2017,Not Explicit,Lovers Rock,True
Jacob Conrad,Vocalist,0.99,23/06/2022,Not Explicit,Pop,True
Lloyd Brown,Musical Warrior,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lloyd Brown,I'm Doin' Me,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lloyd Brown,Absent Friends,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lloyd Brown,Not Another Teardrop,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lloyd Brown,Waiting for Friday,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Pezzaioli & Tarnassi,Vocalist,0.99,24/06/2021,Not Explicit,Dance,True
Zelda,Vocalist,1.29,29/10/2014,Not Explicit,Trance,True
Pezzaioli & Tarnassi,Vocalist,0.99,24/06/2021,Not Explicit,Dance,True
Lloyd Brown,Simple,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Benny Goodman and His Orchestra,It's Only a Paper Moon,1.29,04/05/1995,Not Explicit,Jazz,True
Lloyd Brown,Zion Awaits,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lloyd Brown,21 Days,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lloyd Brown,Musical Warrior,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lloyd Brown,Musical Warrior,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Pezzaioli & Tarnassi,Vocalist,0.99,24/06/2021,Not Explicit,Electronic,True
Kaotic,Vocalist,0.99,26/07/2020,Explicit,Hip-Hop/Rap,True
Lloyd Brown,Sing (feat. Aleighcia Scott),1.29,27/10/2017,Not Explicit,Lovers Rock,True
Mehdiman,Vocalist,0.99,31/12/2019,Not Explicit,Reggae,True
Noriko Miyamoto,Vocalist,1.29,01/01/1982,Not Explicit,J-Pop,True
Pezzaioli & Tarnassi,Vocalist,0.99,24/06/2021,Not Explicit,Dance,True
Stefan Ludley,Vocalist (feat. Hagen K.),0.99,19/05/2009,Not Explicit,Dance,True
Iamjo,Vocalist,0.99,06/10/2023,Not Explicit,Hip-Hop/Rap,True
Ep Cuban G,Vocalist,0.99,24/03/2013,Explicit,Hip-Hop/Rap,True
Quinn,Vocalist,0.99,28/06/2023,Not Explicit,Hip-Hop/Rap,True
Wasted Oxygen,Vocalist,1.29,03/12/2014,Not Explicit,Techno,True
Carbomero,Vocalist,1.29,28/03/2012,Not Explicit,Techno,True
Retainer Hitokiri,Vocal-Ist (feat. Chrome & Finstarr),0.99,10/12/2018,Explicit,Hip-Hop/Rap,True
Nice Pint,Vocalist,0.99,23/10/2022,Not Explicit,Electronic,True
Ted Winslow,5 Note Major Ascending Scales,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Milomaze,Vocalist,0.99,03/07/2022,Not Explicit,Alternative,True
Wasted Oxygen,Vocalist,1.29,03/12/2014,Not Explicit,Techno,True
Pezzaioli & Tarnassi,Vocalist,0.99,24/05/2020,Not Explicit,Dance,True
Pezzaioli & Tarnassi,Vocalist,0.99,24/05/2020,Not Explicit,Dance,True
Count Basie and His Orchestra,Blue Skies,1.29,01/01/1940,Not Explicit,Jazz,True
Ted Winslow,5 Note Major Descending Scales,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Major Ascending Arpeggios,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,5 Note Minor Ascending Scales,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Ascending Octave Exercise,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Descending Octave Exercise,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Intro/how To,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,5 Note Minor Descending Scales,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Intro to Simultaneous Ear Training,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Rolling Major Ascending Exercise,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Simultaneous Ascending Ear Training,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Major Descending Arpeggios,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Simultaneous Descending Ear Training,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Rolling Major Descending Exercise,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Minor Descending Arpeggios,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Rolling Minor Descending Exercise,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Descending Interval Training Exercise,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Minor Ascending Arpeggios,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Rolling Minor Ascending Exercise,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
Ted Winslow,Ascending Interval Training Exercise,0.99,14/02/2012,Not Explicit,Singer/Songwriter,False
John Cage,"62 Mesostics Re Merce Cunningham (1971; Jack Briece, Vocalist)",0.99,01/01/1973,Not Explicit,Alternative,True
Kim Seong Myun,그녀의 연인에게... #Story 1,1.29,01/04/1999,Not Explicit,K-Pop,True
Ralph McTell,Streets of London (feat. The Crisis Choir & guest vocalist Annie Lennox),1.29,04/12/2017,Not Explicit,Adult Contemporary,True
Lloyd Brown & Adele Harley,Afternoon Delight,1.29,25/05/2018,Not Explicit,Lovers Rock,True
Janiva Magness,I'm Feelin' Good,0.99,13/04/2010,Not Explicit,Blues,True
"Lloyd Brown, Chardel Rhoden & Dean Fraser",To You,1.29,25/05/2018,Not Explicit,Lovers Rock,True
Lloyd Brown,Sing (feat. Aleighcia Scott),1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lon,Ochame Kino,1.29,10/12/2014,Not Explicit,J-Pop,True
MC Conrad & Seba,Words 2B Heard Meets Planetary Funk Alert,1.29,23/01/2001,Not Explicit,Electronic,True
P.F.M. & MC Conrad,Words 2B Heard Meets the Western,1.29,23/01/2001,Not Explicit,Electronic,True
Lloyd Brown & Adele Harley,Afternoon Delight,1.29,25/05/2018,Not Explicit,Lovers Rock,True
Lloyd Brown,Catchafiyah,1.29,25/05/2018,Not Explicit,Lovers Rock,True
Betty LaVette,He Made a Woman Out of Me,0.99,01/01/1977,Not Explicit,Blues,True
Kim Seong Myun,유리의 성 #Story 3,1.29,01/04/1999,Not Explicit,K-Pop,True
Koko Taylor,I Cried Like a Baby,0.99,01/02/1985,Not Explicit,Blues,True
Big Mama Thornton,Gonna Leave You,0.99,01/01/2000,Not Explicit,Blues,True
Lloyd Brown,You're Goin' Down (feat. Babyboom),1.29,27/10/2017,Not Explicit,Lovers Rock,True
Queen Sylvia Embry,Blues This Morning,0.99,01/08/1980,Not Explicit,Blues,True
Katie Webster,Try a Little Tenderness,0.99,01/09/1988,Not Explicit,Blues,True
Valerie Wellington,A Fool For You,0.99,01/10/1987,Not Explicit,Blues,True
LTJ Bukem & MC Conrad,Orchestral Jam (Vocal),1.29,23/01/2001,Not Explicit,Electronic,True
Kathy Kallick & Laurie Lewis,True Life Blues,0.99,01/01/1996,Not Explicit,Blues,True
Marcia Ball,Didn't You Know,0.99,22/04/2003,Not Explicit,Blues,True
Gaye Adegbalola,"Let Go, Let God",0.99,12/10/1999,Not Explicit,Blues,True
Ann Rabson,Ain't That a Shame,0.99,11/02/1997,Not Explicit,Blues,True
Saffire - The Uppity Blues Women,Footprints on the Ceiling,0.99,05/06/2001,Not Explicit,Blues,True
Carolyn Porter,Man I'm Looking For,0.99,15/05/2012,Not Explicit,Blues,True
Big Memphis Ma Rainey,Call Me Anything But Call Me,0.99,22/10/2007,Not Explicit,Blues,True
MC Conrad & PhD,Words 2B Heard Meets Progression Session,1.29,23/01/2001,Not Explicit,Electronic,True
Shemekia Copeland,It's My Own Tears,0.99,12/09/2000,Not Explicit,Blues,True
Cleanliness and Godliness Skiffle Band,Stop My Heart With Joy,0.99,01/01/2006,Not Explicit,Blues,True
Barbara Hall,From the Lips,0.99,08/01/2013,Not Explicit,Blues,True
DRS & MC Conrad,Sonic Weapon,1.29,23/01/2001,Not Explicit,Electronic,True
Barbara Pittman,No Matter Who's to Blame,0.99,18/02/1998,Not Explicit,Blues,True
MC Conrad & Euphony,Words 2B Heard Meets Euphony,1.29,23/01/2001,Not Explicit,Electronic,True
Judy Roderick,Me and My Chauffeur,0.99,01/01/1965,Not Explicit,Blues,True
Sun-El Musician,Bamthathile (feat. Mlindo The Vocalist),1.29,23/02/2018,Not Explicit,Afro House,True
Rebecca Di Marzio,Harama,0.69,21/09/2011,Not Explicit,Worldwide,True
Benny Goodman and His Orchestra & Helen Ward,Blue Moon,1.29,01/01/1935,Not Explicit,Jazz,True
Big Bud & MC Conrad,Words 2B Heard Meets Transmission,1.29,23/01/2001,Not Explicit,Electronic,True
Samthing Soweto,"Lotto (feat. Mlindo The Vocalist, DJ Maphorisa & Kabza De Small)",1.29,30/08/2019,Not Explicit,Afro-Pop,True
Alan Jodoin,Vocalist of the Past,0.99,27/01/2016,Not Explicit,Instrumental,True
Dream Theater,Don't Look Past Me (feat. John Hendricks),1.29,09/09/2022,Not Explicit,Rock,True
Rebecca Di Marzio,Pharos,0.69,21/09/2011,Not Explicit,Worldwide,True
Zhu Fengbo,Olive Tree,0.99,06/05/1997,Not Explicit,Singer/Songwriter,True
Blame & MC Conrad,Words 2B Heard Meets Visions of Mars,1.29,23/01/2001,Not Explicit,Electronic,True
Dream Theater,To Live Forever (feat. John Hendricks),1.29,09/09/2022,Not Explicit,Rock,True
Blame & MC Conrad,Words 2B Heard Meets 360 Clic,1.29,23/01/2001,Not Explicit,Electronic,True
Benny Goodman,Blue Skies,1.29,04/05/1995,Not Explicit,Jazz,True
Benny Goodman,Gotta Be This or That,1.29,04/05/1995,Not Explicit,Jazz,True
Ted Fio Rito Orchestra With Vocalist Jimmy Baxter,"This Is the Army, Mr. Jones",0.99,10/01/2006,Not Explicit,Jazz,True
Spike Jones With Vocalist Carl Grayson,Der Fuehrer's Face,0.99,10/01/2006,Not Explicit,Jazz,True
Hideaki Tokunaga,Mayonakano Guitar,1.29,01/01/2012,Not Explicit,J-Pop,False
Unknown,There'll Be Some Changes Made,1.29,04/05/1995,Not Explicit,Jazz,True
Unknown,Taking a Chance On Love,1.29,04/05/1995,Not Explicit,Jazz,True
Dream Theater,To Live Forever (feat. Steve Stone),1.29,09/09/2022,Not Explicit,Rock,True
Hideaki Tokunaga,Blue Light Yokohama,1.29,01/01/2012,Not Explicit,J-Pop,False
Peggy Lee & Benny Goodman and His Orchestra,Somebody Else Is Taking My Place,1.29,04/05/1995,Not Explicit,Jazz,True
Lloyd Brown,Absent Friends,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Rebecca Di Marzio,Kelemata,0.69,21/09/2011,Not Explicit,Worldwide,True
Buddy Collette Quintet,Spring Can Really Hang You Up the Most,0.99,01/01/1962,Not Explicit,Jazz,True
Unknown,Serenade In Blue,1.29,04/05/1995,Not Explicit,Jazz,True
Hideaki Tokunaga,Ningyouno Ie,1.29,01/01/2012,Not Explicit,J-Pop,False
Hideaki Tokunaga,Sakabanite,1.29,01/01/2012,Not Explicit,J-Pop,False
Nohelani Cypriano,Livin' Without You,0.99,16/03/1995,Not Explicit,Worldwide,True
Benny Goodman,I Got It Bad and That Ain't Good,1.29,01/01/1941,Not Explicit,Jazz,True
Bob Crosby Orchestra With Vocalist Dave Street,I Left My Heart At the Stage Door Canteen,0.99,10/01/2006,Not Explicit,Jazz,True
Brian Gionfriddo,I Need a Vocalist,0.99,01/01/2005,Not Explicit,Dance,True
Benny Goodman,Riffin' the Scotch,1.29,04/05/1995,Not Explicit,Jazz,True
Benny Goodman,Loch Lamond,1.29,04/05/1995,Not Explicit,Jazz,True
Unknown,A Gal In Calico,1.29,04/05/1995,Not Explicit,Jazz,True
Brian Protheroe,Brown Eyes,0.99,01/01/2005,Not Explicit,Rock,True
Hideaki Tokunaga,Yumewa Yoru Hiraku,1.29,01/01/2012,Not Explicit,J-Pop,False
Hideaki Tokunaga,Koino Kisetsu,1.29,01/01/2012,Not Explicit,J-Pop,False
Kim Seong Myun,도전,1.29,01/04/1999,Not Explicit,K-Pop,True
Hideaki Tokunaga,Yuuzuki,1.29,01/01/2012,Not Explicit,J-Pop,False
Benny Goodman,Close As Pages In a Book,1.29,04/05/1995,Not Explicit,Jazz,True
Unknown,Symphony,1.29,04/05/1995,Not Explicit,Jazz,True
Reol,Streaming Heart,1.29,10/12/2014,Not Explicit,J-Pop,True
kradness×れをる,Okochama Senso,1.29,10/12/2014,Not Explicit,J-Pop,True
Benny Goodman,"Peace, Brother!",1.29,01/02/1974,Not Explicit,Jazz,True
Hideaki Tokunaga,Kitaguni Ikide,1.29,01/01/2012,Not Explicit,J-Pop,False
Hideaki Tokunaga,Aino Sanka,1.29,01/01/2012,Not Explicit,J-Pop,False
Benny Goodman,Ev'rytime We Say Goodbye,1.29,04/05/1995,Not Explicit,Jazz,False
Rebecca Di Marzio,Conrad,0.69,21/09/2011,Not Explicit,Worldwide,True
Rebecca Di Marzio,Demos,0.69,21/09/2011,Not Explicit,Worldwide,True
Jang Jin-young,How is that possible (feat. M.Q.),0.99,13/07/2011,Not Explicit,K-Pop,True
Rebecca Di Marzio,Phileo,1.0503141512152945,21/09/2011,Not Explicit,Lounge,True
Kim Seong Myun,Good Night,1.29,01/04/1999,Not Explicit,K-Pop,True
Lloyd Brown & Jacquie George,Lovers Paradise,1.29,25/05/2018,Not Explicit,Lovers Rock,True
Jang Jin-young,Sunshine Love (feat. Question),0.99,13/07/2011,Not Explicit,K-Pop,True
Lloyd Brown,I'm Doin' Me,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Rebecca Di Marzio,Pharos,1.0503141512152945,21/09/2011,Not Explicit,Lounge,True
Kim Seong Myun,눈부신 이별,1.29,01/04/1999,Not Explicit,K-Pop,True
Rajiv Lohani,Samjhana,0.99,15/03/2009,Not Explicit,Classical,True
Lloyd Brown,Musical Warrior,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Lloyd Brown,Introduction,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Kim Seong Myun,그녀의 연인에게…,1.29,01/04/1999,Not Explicit,K-Pop,True
Kim Seong Myun,널위한 나,1.29,01/04/1999,Not Explicit,K-Pop,True
Lloyd Brown,Rest of My Life (feat. Fiona),1.29,27/10/2017,Not Explicit,Lovers Rock,True
Hideaki Tokunaga,Nijiirono Mizuumi,1.29,01/01/2012,Not Explicit,J-Pop,False
Hideaki Tokunaga,Kanashii Sake,1.29,01/01/2012,Not Explicit,J-Pop,False
The Shorty Rogers Quintet,I've Never Been In Love Before,0.99,01/01/1962,Not Explicit,Jazz,True
Kim Seong Myun,....,1.29,01/04/1999,Not Explicit,K-Pop,True
Lloyd Brown,Zion Awaits,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Kim Seong Myun,"사랑, 그 아름다운 비밀",1.29,01/04/1999,Not Explicit,K-Pop,True
Kim Seong Myun,Prologue,1.29,01/04/1999,Not Explicit,K-Pop,True
Lloyd Brown,Musical Warrior,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Eximinds,Rescue Me (feat. Chloe Vocalist),1.29,09/06/2014,Not Explicit,Trance,True
Hideaki Tokunaga,Isesakichou Blues,1.29,01/01/2012,Not Explicit,J-Pop,False
Rebecca Di Marzio,Brenda,0.69,21/09/2011,Not Explicit,Worldwide,True
Rajiv Lohani,Pal Pal,0.99,15/03/2009,Not Explicit,Classical,True
Rebecca Di Marzio,Harama,1.0503141512152945,21/09/2011,Not Explicit,Lounge,True
Rebecca Di Marzio,Tabloid,0.69,21/09/2011,Not Explicit,Worldwide,True
Hideaki Tokunaga,Wakareno Blues,1.29,01/01/2012,Not Explicit,J-Pop,False
Lloyd Brown,Musical Warrior,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Kim Seong Myun,My Fair Lady,1.29,01/04/1999,Not Explicit,K-Pop,True
Kim Seong Myun,모래시계 (happy together),1.29,01/04/1999,Not Explicit,K-Pop,True
Lloyd Brown,Zion Awaits,1.29,27/10/2017,Not Explicit,Lovers Rock,True
Rajiv Lohani,Dukhama Roye,0.99,15/03/2009,Not Explicit,Classical,True
Rebecca Di Marzio,Cat Girl,1.0503141512152945,21/09/2011,Not Explicit,Lounge,True
Rebecca Di Marzio,Rsm Blonde,0.69,21/09/2011,Not Explicit,Worldwide,True
Noel Webb,Where Is the Love,0.99,12/05/2009,Not Explicit,Rock,True
Les Brown,My Dreams Are Getting Better All The Time,1.29,01/01/1941,Not Explicit,Jazz,True
Francesco Digilio & Giuseppe Iampieri,"Greatest Love of All (Backing Tracks, for the Vocalist and Soloists)",1.0503141512152945,05/06/2012,Not Explicit,Spoken Word,True
Hideaki Tokunaga,Hanamizuki,1.0503141512152945,14/09/2005,Not Explicit,J-Pop,True
Hideaki Tokunaga,Nagoriyuki,1.0503141512152945,30/08/2006,Not Explicit,J-Pop,True
Jim Malloy,All My Tomorrows,0.99,08/04/2000,Not Explicit,Jazz,True
Hideaki Tokunaga,Hanawa Saku,1.0503141512152945,24/09/2014,Not Explicit,J-Pop,True
Hideaki Tokunaga,Aitai,1.0503141512152945,14/09/2005,Not Explicit,J-Pop,True
Hideaki Tokunaga,Eki,1.0503141512152945,14/09/2005,Not Explicit,J-Pop,True
Harry James & Frank Sinatra,All or Nothing At All,0.99,01/01/1965,Not Explicit,Jazz,True
Eric Martin,All I Want For Christmas Is You,1.29,11/11/2009,Not Explicit,Pop,True
Hideaki Tokunaga,Jidai,1.0503141512152945,14/09/2005,Not Explicit,J-Pop,True
Hideaki Tokunaga,Wakareuta,1.0503141512152945,17/08/2016,Not Explicit,J-Pop,True
Hideaki Tokunaga,Sotsugyou Shashin,1.0503141512152945,14/09/2005,Not Explicit,J-Pop,True
Joe Williams,"All Right, Okay, You Win",0.99,01/01/1995,Not Explicit,Vocal,True
Jim Malloy,All My Tomorrows,0.99,08/04/2000,Not Explicit,Blues,True
Hideaki Tokunaga,Momoiro Toiki,1.0503141512152945,15/08/2007,Not Explicit,J-Pop,True
Hideaki Tokunaga,Can You Celebrate?,1.0503141512152945,15/08/2007,Not Explicit,J-Pop,True
Hideaki Tokunaga,Miraiyosouzu II,1.0503141512152945,30/08/2006,Not Explicit,J-Pop,True
Hideaki Tokunaga,Tsubasao Kudasai,1.0503141512152945,14/09/2005,Not Explicit,J-Pop,True
Hideaki Tokunaga,Yasashisade Afureruyouni,1.0503141512152945,01/01/2010,Not Explicit,J-Pop,True
Hideaki Tokunaga,Slow Motion,1.0503141512152945,14/01/2015,Not Explicit,J-Pop,True
Hideaki Tokunaga,Akai Sweet Pea,1.0503141512152945,01/01/2010,Not Explicit,J-Pop,True
Hideaki Tokunaga,First Love,1.0503141512152945,01/01/2010,Not Explicit,J-Pop,True
Hideaki Tokunaga,Single Again,1.0503141512152945,30/08/2006,Not Explicit,J-Pop,True
Hideaki Tokunaga,Ningyouno Ie,1.0503141512152945,01/01/2012,Not Explicit,J-Pop,True
Hideaki Tokunaga,Yasashii Kiss O Shite,1.0503141512152945,15/08/2007,Not Explicit,J-Pop,True
Hideaki Tokunaga,Sayonarano Mukougawa,1.0503141512152945,24/09/2014,Not Explicit,J-Pop,True
Hideaki Tokunaga,Cosmos,1.0503141512152945,14/09/2005,Not Explicit,J-Pop,True
Hideaki Tokunaga,Tokino Nagareni Miomakase,1.0503141512152945,01/01/2010,Not Explicit,J-Pop,True
Hideaki Tokunaga,Yukino Hana,1.0503141512152945,26/07/2006,Not Explicit,J-Pop,True
Hideaki Tokunaga,Machibuse,1.0503141512152945,15/08/2007,Not Explicit,J-Pop,True
Hideaki Tokunaga,Samui Yorudakara...,1.0503141512152945,14/01/2015,Not Explicit,J-Pop,True
Hideaki Tokunaga,M,1.0503141512152945,30/08/2006,Not Explicit,J-Pop,True
Hideaki Tokunaga,Second Love,1.0503141512152945,30/08/2006,Not Explicit,J-Pop,True
Hideaki Tokunaga,Sailor Fukuto Kikanjyuu,1.0503141512152945,01/01/2010,Not Explicit,J-Pop,True
Hideaki Tokunaga,Dandelion - Osozakino Tanpopo,1.0503141512152945,14/01/2015,Not Explicit,J-Pop,True
Hideaki Tokunaga,Koini Ochite - Fall In Love,1.0503141512152945,11/07/2007,Not Explicit,J-Pop,True
Francesco Digilio & Giuseppe Iampieri,"All At Once (Backing Tracks, for the Vocalist and Soloists,)",1.0503141512152945,05/06/2012,Not Explicit,Spoken Word,True
Joe Williams,"All Right, Ok, You Win",0.99,02/01/2012,Not Explicit,Jazz,True
リレット,All of Me,0.99,01/12/2007,Not Explicit,Jazz,False
lem,All of Me,0.99,19/04/2004,Not Explicit,R&B/Soul,True
Dave Haslam,When All is Said and Done (feat. Guest Vocalist),0.99,18/10/2021,Not Explicit,Singer/Songwriter,True
Francesco Digilio & Giuseppe Iampieri,"All the Man That I Need (Backing Tracks, for the Vocalist and Soloists)",1.0503141512152945,05/06/2012,Not Explicit,Spoken Word,True
Francesco Digilio & Giuseppe Iampieri,"Saving All My Love for You (Backing Tracks, for the Vocalist and Soloists)",1.0503141512152945,05/06/2012,Not Explicit,Spoken Word,True
Francesco Digilio & Giuseppe Iampieri,"Didn't We Almost Have It All (Backing Tracks, for the Vocalist and Soloists)",1.0503141512152945,05/06/2012,Not Explicit,Spoken Word,True
lem,All I Can Say,0.99,19/04/2004,Not Explicit,R&B/Soul,True
Simplekeyz,Impi (feat. Cozzy da vocalist),0.99,20/07/2022,Not Explicit,Dance,True
Milomaze,Vocalist,0.99,03/07/2022,Not Explicit,Alternative,True
Held Hostage,Rise (Stop Suicide of All Ages) (Feat. Special Guest Vocalist Tim Ripper Owens),1.29,06/05/2022,Not Explicit,Rock,True
Sdiksa,All i need (feat. Saniya the Vocalist),0.99,01/01/2021,Not Explicit,Alternative,True
ScarecrowCrowWorld,All I Need (feat. Female vocalist),0.99,28/10/2020,Explicit,Hip-Hop/Rap,True
Kanimiso P & DRE CRE ALL STARS,Zankoku Na Tenshi No Teeze,1.29,21/03/2012,Not Explicit,J-Pop,True
DRE CRE ALL STARS,Zankoku Na Tenshi No Teeze,1.29,21/03/2012,Not Explicit,J-Pop,True
Cassiel,Away In a Manger (feat. Lindsay Pritchard & Miriam Pritchard-Hague),1.29,19/12/2021,Not Explicit,Holiday,True
Bire The Vocalist,Nuh Worry,1.29,20/07/2018,Not Explicit,Reggae,True
Steven Stone & Sibylle,All I Need Is Love (Revivale Mix),0.99,05/10/2007,Not Explicit,House,True
"Brenda Scott, Vocalist",Love Is Such a Bore,0.99,08/02/2008,Not Explicit,Jazz,True
"Carol McCartney, Vocalist",Haven't We Met Before?,0.99,08/02/2008,Not Explicit,Jazz,True
"Carol McCartney, Vocalist",The Eyes I See,0.99,08/02/2008,Not Explicit,Jazz,True
"Carol McCartney, Vocalist",Hello,0.99,08/02/2008,Not Explicit,Jazz,True
"Vocalists: Bonnie Brett, Carol McCartney, Brenda Scott","Sing, Sing a Song",0.99,08/02/2008,Not Explicit,Jazz,True
Cassiel,"We Wish You a Merry Christmas (feat. Alana Keener, Isaac Keener & Anastasia Eggerman)",1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,Oh Come All Ye Faithful,1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,Auld Lang Syne (feat. Elizabeth Guy),1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,"We Three Kings (feat. Patrick Lim, Don Wilson & John Garcia)",1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,The Gift (feat. Luisella Sisto & Paqui Mallebrera Cerdá),1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,Jingle Bells (English/French) (feat. Claire Jacques),1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,It Came Upon a Midnight Clear (feat. Dominique Theodore),1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,Little Snow (feat. Cathy Heaton & Lena Izzat),1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,"Up On the Housetop (feat. Allison Kerry, Tracy Peter Ho & Vanessa Foreman)",1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,Oh Holy Night (feat. Kiah Robinson),1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,The First Noel (feat. Josh Yoho),1.29,19/12/2021,Not Explicit,Holiday,True
Cassiel,Lo How a Rose E'er Blooming (feat. Angie Ng),1.29,19/12/2021,Not Explicit,Holiday,True
Meng Ge,All the People of One Mind,0.99,01/01/2004,Not Explicit,Jazz,True
Agnes & Måns Zelmerlöw,All I Want for Christmas Is You,1.0503141512152945,01/01/2007,Not Explicit,Holiday,True
"Brenda Scott, Vocalist",Separate Way,0.99,08/02/2008,Not Explicit,Jazz,True
"Carol McCartney, Vocalist",Love's Secret,0.99,08/02/2008,Not Explicit,Jazz,True
Richie D Vocalist,All I want,0.99,04/09/2020,Explicit,Worldwide,True
"Brenda Scott, Vocalist",Let's Keep It Nice and Cool,0.99,08/02/2008,Not Explicit,Jazz,True
"Bonnie Brett, Vocalist",Tes Yeux Mystérieux,0.99,08/02/2008,Not Explicit,Jazz,True
Deejay Vdot & Ricko The Vocalist,Deejay Vdot - All Mine (feat. Lyle de Native),1.29,14/04/2023,Not Explicit,House,True
"Carol McCartney, Vocalist",Must You Say Goodbye?,0.99,08/02/2008,Not Explicit,Jazz,True
"Bonnie Brett, Vocalist",Pourquoi Dire Adieu?,0.99,08/02/2008,Not Explicit,Jazz,True
"Sherri Marshall, Vocalist",You Ain't Heard Nothin' Yet,0.99,08/02/2008,Not Explicit,Jazz,True
"Bonnie Brett, Vocalist",I Won't Go Away,0.99,08/02/2008,Not Explicit,Jazz,True
"Pat LaCroix, Vocalist",As I Grow Old,0.99,08/02/2008,Not Explicit,Jazz,True
Saezo De Vocalist,All I Need Is You,1.29,17/05/2021,Not Explicit,Pop,True
Dj MPK SA,mosadi wa ngaka (feat. Name Drumtwist X sj De vocalist X promise T Gost boy),0.99,01/02/2023,Cleaned,Dance,True
DJ Mzenga Man,Bless Your Name (feat. Rita Mazani),0.99,12/01/2022,Not Explicit,Afro-Pop,True
Jeff & Sheri Easter,Praise His Name,1.29,01/01/1999,Not Explicit,Gospel,True
Donald,Ngiyazfela (feat. Mlindo the Vocalist),1.0503141512152945,03/05/2019,Not Explicit,Soul,True
Richard & Sherri,Jesus is his Name (feat. Vocalist: Sherri),0.99,06/06/2022,Not Explicit,Christian,True
