artistName,trackName,trackPrice,releaseDate,trackExplicitness,primaryGenreName,isStreamable
Bernard Wright,Who Do You Love,1.29,01/01/2011,Not Explicit,Pop,True
Jermaine Stewart,We Don't Have to Take Our Clothes Off,1.29,01/01/1986,Not Explicit,Rock,True
E.U.,Da' Butt,1.29,01/01/1988,Not Explicit,Pop,True
Baltimora,Tarzan Boy,1.29,01/01/1985,Not Explicit,Rock,True
Breathe,Hands to Heaven,1.29,01/01/2010,Not Explicit,Rock,True
Laid Back,White Horse,1.29,01/01/2010,Not Explicit,Rock,True
Limahl,Never Ending Story,1.29,01/01/2010,Not Explicit,Rock,True
Jellybean,Sidewalk Talk,1.29,21/10/1984,Not Explicit,Rock,True
Paul Carrack,Don't Shed a Tear,1.29,01/11/1987,Not Explicit,Rock,True
Chesney Hawkes,The One and Only,1.0503141512152945,01/01/1990,Not Explicit,Rock,True
Delbert McClinton,Giving It Up for Your Love,1.29,01/01/2010,Not Explicit,Rock,True
Partners In Kryme,Turtle Power,1.0503141512152945,01/01/2011,Not Explicit,Rock,True
D.R.S.,Gangsta Lean (Radio Edit),1.0503141512152945,01/01/2011,Not Explicit,Rock,True
Sly Fox,Let's Go All the Way,1.29,01/04/2008,Not Explicit,Pop,True
Studio Artist,"Swing the Mood: In the Mood, Rock Around the Clock, Rock-A-Beatin' Boogie, Tutti Frutti, Wake Up Little Suzie, C'mon Everybody, Hound Dog, Shake, Rattle & Roll, All Shook Up, Jailhouse Rock, At the Ho",1.0503141512152945,10/11/1991,Not Explicit,Pop,True
Industry,State of the Nation,1.29,01/01/2012,Not Explicit,Pop,True
White Town,Your Woman,1.0503141512152945,01/01/1997,Not Explicit,Rock,True
De-Ja,You and Me Tonight,1.29,01/01/2011,Not Explicit,Pop,True
Scarlett & Black,You Don't Know,1.29,01/01/2010,Not Explicit,Rock,True
Amy Holland,How Do I Survive,1.29,01/01/2010,Not Explicit,Rock,True
Jellybean,Who Found Who (feat. Elisa Fiorillo),1.29,01/01/1987,Not Explicit,Pop,True
Robert John,Hey There Lonely Girl,1.29,26/03/2002,Not Explicit,Rock,True
Greg Kihn,Lucky,1.29,01/07/1985,Not Explicit,Rock,True
Bardeux,When We Kiss,1.29,01/01/1988,Not Explicit,Rock,True
Nia Peeples,Street of Dreams,1.0503141512152945,01/01/1992,Not Explicit,Rock,True
Kevin Paige,Don't Shut Me Out,1.29,01/01/1989,Not Explicit,Rock,True
Suave,My Girl,1.29,01/01/1988,Not Explicit,Rock,True
Maria Vidal,Body Rock,1.29,04/09/2009,Not Explicit,Pop,True
Partland Brothers,Soul City,1.29,01/01/1986,Not Explicit,Rock,True
Jim Nabors,"O Come, All Ye Faithful",1.29,01/01/1967,Not Explicit,Christmas,True
Red Rider & Tom Cochrane,White Hot,1.29,01/01/1980,Not Explicit,Rock,True
The Vapors,Turning Japanese,1.29,13/10/2000,Not Explicit,Pop,True
Artist Vs Poet,Anything At All,0.99,25/04/2012,Not Explicit,Pop,False
Thee Midniters,That's All,0.99,25/09/2009,Not Explicit,Rock,True
Blessid Union of Souls,I Believe,1.0503141512152945,01/01/2011,Not Explicit,Rock,True
All the Right Moves & Various Artists,Wasted Youth,0.99,11/11/2008,Not Explicit,Alternative,True
Gavin Christopher,One Step Closer to You,1.29,01/01/2010,Not Explicit,Rock,True
Device,Hanging On a Heart Attack,1.29,01/01/1986,Not Explicit,Rock,True
Nielson & Pearson,If You Should Sail,1.29,01/01/2010,Not Explicit,Rock,True
Breathe,Don't Tell Me Lies,1.29,01/01/1988,Not Explicit,Pop,True
Robbie Patton,Don't Give It Up,1.29,01/01/2012,Not Explicit,Pop,True
Dwight Twilley,Girls,1.29,01/01/2012,Not Explicit,Pop,True
Hugo Montenegro,Hang 'Em High,1.29,24/08/1999,Not Explicit,Soundtrack,True
Soulsister,The Way to Your Heart,1.29,01/09/1988,Not Explicit,Pop,True
Various Artists,All the Men In My Life Keep Getting Killed By Candarian Demons,0.99,03/04/2007,Not Explicit,Soundtrack,True
John Hall Band,Crazy (Keep On Falling),1.29,01/01/1981,Not Explicit,Pop,True
Prism,Don't Let Him Know,1.29,01/12/1981,Not Explicit,Pop,True
All the Right Moves & Various Artists,Pretend,0.99,11/11/2008,Not Explicit,Alternative,True
All the Right Moves & Various Artists,Mona Lisa,0.99,11/11/2008,Not Explicit,Alternative,True
David Lasley,If I Had My Wish Tonight,1.29,01/01/2012,Not Explicit,Pop,True
Rob Jungklas,Make It Mean Something,1.29,01/01/2012,Not Explicit,Pop,True
Todd Rundgren,Bang the Drum All Day,1.29,30/12/1982,Not Explicit,Rock,True
Various Artists,Walk Hard (All-Star Version),1.29,04/12/2007,Not Explicit,Soundtrack,True
All the Right Moves & Various Artists,Dancer,0.99,11/11/2008,Not Explicit,Alternative,True
Korona,Let Me Be,1.29,01/01/2012,Not Explicit,Pop,True
Wendy Moten,Come In Out of the Rain,1.0503141512152945,01/01/1992,Not Explicit,Rock,True
Billy Satellite,Satisfy Me,1.29,01/01/1984,Not Explicit,Pop,True
Jon Butcher Axis,Sounds of Your Voice,1.29,01/01/1985,Not Explicit,Pop,True
Little Steven & The Disciples of Soul,Forever,1.29,01/01/2012,Not Explicit,Pop,True
Martha Davis,Don't Tell Me the Time,1.29,01/01/2012,Not Explicit,Pop,True
Michael Stanley Band,He Can't Love You,1.29,01/01/1980,Not Explicit,Pop,True
Adam Ant,Wonderful,1.0503141512152945,01/01/1981,Not Explicit,Rock,True
Mellow Man Ace,Mentirosa (Radio Edit),1.0503141512152945,30/08/1989,Not Explicit,Rock,True
Hugo Montenegro and His Orchestra,The James Bond Theme,1.29,24/08/1999,Not Explicit,Soundtrack,True
Gavin Christopher,You Are Who You Love,1.29,01/01/1988,Not Explicit,Pop,True
Thrice,All That's Left,0.99,01/02/2023,Not Explicit,Alternative,True
All the Right Moves & Various Artists,Wildfire,0.99,11/11/2008,Not Explicit,Alternative,True
Gary Taylor,Tease Me,1.29,05/01/1988,Not Explicit,Pop,True
Hugo Montenegro and His Orchestra,Thunderball,1.29,24/08/1999,Not Explicit,Soundtrack,True
Studio Artist,"Swing The Mood: In The Mood, Rock Around The Clock, Rock-A-Beatin' Boogie, Tutti Frutti, Wake Up Little Suzie, C'mon Everybody, Hound Dog, Shake Rattle & Roll, All Shook Up, Jailhouse Rock, At The Hop",1.0503141512152945,04/01/2000,Not Explicit,Rock,True
Thrice,All That's Left,0.99,01/01/2003,Not Explicit,Alternative,True
Various Artists,"Jesus, Name Above All Names",1.29,01/01/1994,Not Explicit,Christian,True
Meli'sa Morgan,If You Can Do It: I Can Too!!,1.29,01/01/1987,Not Explicit,Pop,True
Jefferson Bethke,Greatest Artist of All Time (feat. Jenny Snipstead),0.99,27/05/2014,Not Explicit,Hip-Hop/Rap,True
Various Artists,All Hail King Jesus,1.29,01/01/1994,Not Explicit,Christian,True
Studio Artist,"Rock The Party: Smoke On The Water, Black Betty, All Right Now, Layla, You Ain't Seen Nothing Yet, Since You've Been Gone, Gimme All Your Lovin', Crazy Crazy Nights, Sweet Child Of Mine",1.0503141512152945,01/08/2009,Not Explicit,Rock,True
Breathe,Say a Prayer,1.0503141512152945,01/01/1990,Not Explicit,Rock,True
Marlon Jackson,Don't Go,1.29,13/07/1987,Not Explicit,Pop,True
Russ Irwin,My Heart Belongs to You,1.0503141512152945,01/01/2011,Not Explicit,Rock,True
Young MC,That's the Way Love Goes,1.0503141512152945,30/07/1991,Not Explicit,Rock,True
The Cover Girls,All That Glitters Isn't Gold (Pop Radio Mix),1.0503141512152945,01/01/2011,Not Explicit,Rock,True
Cha Cha Cohen,August,0.99,30/09/2002,Not Explicit,Alternative,True
Andru Donalds,Mishale,1.0503141512152945,01/01/1994,Not Explicit,Rock,True
Denine,All Cried Out,0.99,11/01/2005,Not Explicit,Dance,True
Ebonee Webb,Something About You,1.29,15/04/2008,Not Explicit,Pop,True
Brother Beyond,The Girl I Used to Know (US Radio Mix),1.0503141512152945,01/01/2011,Not Explicit,Rock,True
Various Artists,It's All Over,0.99,17/05/2005,Not Explicit,Soundtrack,True
JiKay,This Close (feat. Outlaw),0.99,16/12/2016,Not Explicit,Dance,False
Kevin Paige,Anything I Want,1.0503141512152945,01/01/1989,Not Explicit,Rock,True
Andre Avelino,Praise God from Whom All Blessings Flow,0.99,16/11/2004,Not Explicit,Jazz,True
Riff,My Heart Is Failing Me,1.0503141512152945,01/01/1991,Not Explicit,Rock,True
The Rebel Pebbles,Dream Lover,1.0503141512152945,01/01/1991,Not Explicit,Rock,True
Freddy Fender,Wasted Days and Wasted Nights,0.99,01/01/1977,Not Explicit,Country,True
Or-N-More,Everyotherday,1.0503141512152945,01/01/2011,Not Explicit,Rock,True
"Butter, INOJ, Lathun, Lil Chris, Various Artists, Virgo, June Dog & M.C.A.D.E.","Mega Mix III (feat. Lathun, DJ Kizzy Rock & DJ Smurf)",1.29,01/01/1998,Not Explicit,Hip-Hop/Rap,True
Grace Jones,I'm Not Perfect (But I'm Perfect for You),1.29,01/01/2011,Not Explicit,Pop,True
Bert Robinson,Heart of Gold,1.29,01/01/2011,Not Explicit,Pop,True
Freddy Fender,Before the Next Teardrop Falls,0.99,01/01/1977,Not Explicit,Country,True
Missy Higgins,All for Believing,1.29,01/01/2004,Not Explicit,Rock,True
Amara Riva,All over Me,0.99,17/02/2021,Explicit,Reggae,True
Heritage Singers,We Are All His Chlidren,0.99,01/01/2006,Not Explicit,Jazz,True
RJ's Latest Arrival,Off the Hook (With Your Love),1.29,01/01/1988,Not Explicit,Pop,True
"Evelyn ""Champagne"" King",Flirt,1.29,01/01/2011,Not Explicit,Pop,True
Sareem Poems & Oddisee,Tell It (prod. Oddisee),0.99,28/07/2009,Not Explicit,Hip-Hop/Rap,True
Various Artists,Jesus Is the Answer,0.99,01/01/1976,Not Explicit,Christian,True
Various Artists,Jesus Paid It All,0.99,15/11/2006,Not Explicit,Christian,True
Instrumental Holiday Music Artists,O Come All Ye Faithful,0.99,01/01/2012,Not Explicit,Holiday,True
Lesley Roy,Story of My Life,1.29,13/03/2020,Not Explicit,Pop,False
Various Artists,All Creatures of Our God and King,0.99,15/11/2006,Not Explicit,Christian,True
Instrumental Holiday Music Artists,Let All Mortal Flesh Keep Silence,0.99,01/01/2012,Not Explicit,Holiday,True
"New York Philharmonic, Alan Gilbert, New York Choral Artists, Joseph Flummerfelt, Twyla Robinson, Alice Coote, Allan Clayton, Gerald Finley, Jennifer Johnston & Benjamin P. Wenzelberg","Elijah, Oratorio on Words of the Old Testament, Op. 70 : Aria (Obadiah): “If with all your hearts ye truly seek me”",0.99,15/02/2011,Not Explicit,Classical,True
Said el Artist,Solo Badawiyya,0.99,01/01/2003,Not Explicit,Arabic,True
Artist Vs Poet,Anything at All,0.99,01/01/2013,Not Explicit,Pop,False
Tornike Kipiani,Take Me As I Am,1.29,16/03/2020,Not Explicit,Pop,False
Various Artists,All Over Again,1.29,29/01/2008,Not Explicit,Soundtrack,True
Various Artists,Prelude / Jesus Paid It All,0.99,15/11/2006,Not Explicit,Christian,True
Various Artists,I Feel Better All Over,1.29,29/01/2008,Not Explicit,Soundtrack,True
Freddy Fender,Since I Met You Baby,0.99,01/01/1974,Not Explicit,Country,True
Fruko Y Sus Tesos,Mi Libertad,1.29,01/01/1998,Not Explicit,Música tropical,True
Various Artists,Boulevard of Broken Dreams,0.99,25/04/2006,Not Explicit,Pop,True
Mother's Finest,I'm 'N' Danger,1.29,04/08/1989,Not Explicit,Pop,True
Alexander O'Neal,All True Man (Instr),0.99,13/01/2004,Not Explicit,Rock,True
Thee Midniters,That's All,0.99,28/01/2003,Not Explicit,Motown,True
"Sareem Poems, Pigeon John & Akil",Lower the Boom (feat. Pigeon John & Akil of Jurassic 5),0.99,07/07/2009,Not Explicit,Hip-Hop/Rap,True
Studio Artist,"Swing The Mood: In The Mood, Rock Around The Clock, Rock-A-Beatin' Boogie, Tutti Frutti, Wake Up Little Suzie, C'mon Everybody, Hound Dog, Shake, Rattle & Roll, All Shook Up, Jailhouse Rock, At The Ho",1.0503141512152945,28/10/2002,Not Explicit,Rock,True
Da Krash,Wasn't I Good to Ya?,1.29,01/01/1988,Not Explicit,Pop,True
Jan Phillips,The Artist's Creed,0.99,10/07/2006,Not Explicit,Singer/Songwriter,True
"Joel Grey, Various Artists & George M! Ensemble",Epilogue: Dancing Our Worries Away/The Great Easter Sunday Parade/Hannah's a Hummer/Barnum and Bailey Rag/The Belle of the Barber's Ball/The American Ragtime/All In the Wearing/I Want To Hear a Yankee Doodle Tune/Give My Regards To Broadway,1.29,01/01/1968,Not Explicit,Soundtrack,True
Jay & The Americans,When It's All Over,1.29,21/07/2009,Not Explicit,Rock,True
Zack de la Rocha,We Want It All,1.29,05/10/2004,Not Explicit,Rock,True
Sonora Carruseles,La Joda,1.29,01/05/1999,Not Explicit,Música tropical,True
John Daversa Big Band,All is One (feat. DACA Artists),0.99,21/09/2018,Not Explicit,Contemporary Jazz,True
By Various Artists,If All She Has Is You,0.99,28/12/2007,Not Explicit,Worldwide,False
Freddy Fender,I'm Leaving It All Up to You,0.99,01/01/1977,Not Explicit,Country,True
Various Artists,All Star Flow,0.99,15/11/2007,Explicit,Hip-Hop/Rap,True
Freddy Fender,Mathilda,0.99,01/01/1974,Not Explicit,Country,True
Jules Ah See,Sand,0.99,01/01/1995,Not Explicit,Worldwide,True
Sareem Poems & Theory Hazit,Come Get It (feat. Theory Hazit),0.99,28/07/2009,Not Explicit,Hip-Hop/Rap,True
Latinos en la Casa,Vuelve a Mi,1.29,13/07/1999,Not Explicit,Música tropical,True
Instrumental Holiday Music Artists,Let All Mortal Flesh Keep Silence,0.99,01/01/2012,Not Explicit,Holiday,True
Sareem Poems & Oddisee,She So So (prod. Oddisee),0.99,28/07/2009,Not Explicit,Hip-Hop/Rap,True
Instrumental Holiday Music Artists,O Come All Ye Faithful,0.99,01/01/2012,Not Explicit,Holiday,True
Alabama Shakes,Gimme All Your Love (Live),1.29,16/03/2018,Not Explicit,Singer/Songwriter,True
Alicks,Artists,0.99,02/03/2015,Not Explicit,Electronic,True
A Boogie wit da Hoodie,Drowning (feat. Kodak Black),1.29,10/03/2017,Explicit,Hip-Hop/Rap,True
Daniel Powter,Bad Day,1.29,12/04/2005,Not Explicit,Rock,True
Lin-Manuel Miranda,Almost Like Praying (feat. Artists for Puerto Rico),1.29,06/10/2017,Not Explicit,Pop Latino,True
A Boogie wit da Hoodie,My Sh*t,1.29,01/07/2016,Explicit,Hip-Hop/Rap,True
Kat Robichaud,Artists,1.29,02/06/2017,Not Explicit,Soundtrack,True
A Boogie wit da Hoodie,Jungle,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
Eddie Vedder,My City of Ruins (Benefiting Artists for Peace and Justice Haiti Relief) [Live from the Kennedy Center Honors],0.99,21/01/2010,Not Explicit,Rock,True
A Boogie wit da Hoodie,Still Think About You,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Say A',1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
Hot Hot Heat,Goodnight Goodnight,1.29,08/02/2005,Not Explicit,Alternative,True
A Boogie wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
Paul Anka,Times of Your Life,1.29,01/01/1996,Not Explicit,Pop,True
A Boogie wit da Hoodie,Friend Zone,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
Eddie Rabbitt,I Love a Rainy Night,0.99,28/07/1998,Not Explicit,Country,True
Artists for Haiti,We Are the World 25 for Haiti,0.99,12/02/2010,Not Explicit,Pop,True
Patty Griffin,Up to the Mountain (MLK Song) [Live],0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
A Boogie wit da Hoodie,No Promises,1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Fall in Love,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Undefeated (feat. 21 Savage),1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,D.T.B. (Interlude),1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
Kirk Franklin & Artists United for Haiti,Are You Listening (Kirk Franklin Presents Artists United For Haiti),1.29,23/01/2010,Not Explicit,Christian,True
Fatman Scoop,Be Faithful (feat. The Crooklyn Clan),0.99,09/10/2008,Explicit,Hip-Hop/Rap,True
Talking Heads,Artists Only,1.29,24/03/1982,Not Explicit,Rock,True
A Boogie wit da Hoodie,Money over Everything,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,No Comparison,1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
Fuel,Walk the Sky (feat. Various Artists),1.29,18/05/1998,Not Explicit,Soundtrack,True
A Boogie wit da Hoodie,Unhappy,1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Bad Girl (feat. Trey Songz & Robin Thicke),1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
Jay & The Americans,Come a Little Bit Closer,1.29,01/08/1964,Not Explicit,Rock,True
The Futureheads,Hounds of Love (New Mix),1.29,12/07/2004,Not Explicit,Pop,True
A Boogie wit da Hoodie,Somebody (feat. Don Q),1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Let's Start Over,1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,1Hunnit,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Artist,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Get to You,1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
Epic Rap Battles of History,Artists vs Turtles,1.29,14/07/2014,Not Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,If I Gotta Go,1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Money Sprung (feat. Don Q),1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
hudson.,Artists,0.99,01/10/2023,Not Explicit,Singer/Songwriter,True
A Boogie wit da Hoodie,Fucking & Kissing (feat. Chris Brown),1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Stalking You,1.29,29/09/2017,Explicit,Hip-Hop/Rap,True
Eddie Rabbitt,Drivin' My Life Away,0.99,28/07/1998,Not Explicit,Country,True
A Boogie wit da Hoodie,Drowning (feat. Kodak Black),1.29,10/03/2017,Cleaned,Hip-Hop/Rap,True
A Boogie wit da Hoodie,I Know What's Real,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Trap House,1.29,16/09/2016,Explicit,Hip-Hop/Rap,True
Spirit,I Got a Line On You,1.29,01/01/1966,Not Explicit,Rock,True
Patty Griffin,Heavenly Day,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Crash Test Dummies,When I Go Out With Artists,1.29,26/10/1993,Not Explicit,Rock,True
Paul Anka,(You're) Having My Baby (feat. Odia Coates),1.29,01/01/1996,Not Explicit,Pop,True
Ymtk,Artists,1.29,04/03/2016,Explicit,R&B/Soul,True
Vienna Philharmonic,The Artist's Life Waltz,0.99,01/01/2006,Not Explicit,Classical,True
Zoë Keating,Escape Artist,0.99,01/07/2010,Not Explicit,Classical,True
Bernard Wright,Who Do You Love,1.29,01/01/2011,Not Explicit,Pop,True
Vitamin String Quartet,Don't Stop Believing,1.29,20/05/2008,Not Explicit,Classical Crossover,True
Melody Gardot,Morning Sun,1.29,01/05/2015,Not Explicit,Jazz,True
Patty Griffin,Moon Song,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Jermaine Stewart,We Don't Have to Take Our Clothes Off,1.29,01/01/1986,Not Explicit,Rock,True
E.U.,Da' Butt,1.29,01/01/1988,Not Explicit,Pop,True
Patty Griffin,When It Don't Come Easy,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Daniel Johnston,Story of an Artist,0.99,18/04/2006,Not Explicit,Alternative,True
Baltimora,Tarzan Boy,1.29,01/01/1985,Not Explicit,Rock,True
The Hush Sound,The Artist,0.99,11/10/2005,Not Explicit,Rock,True
Patty Griffin,Top of the World,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Patty Griffin,J'irai la voir un jour,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Michele Garruti,Comme Une Rosée De Larmes (From “The Artist”),0.99,04/03/2013,Not Explicit,Soundtrack,True
Performa,Artists,0.99,26/08/2011,Not Explicit,Electronic,False
Envy On the Coast,Artist and Repertoire,1.29,07/08/2007,Not Explicit,Alternative,False
Breathe,Hands to Heaven,1.29,01/01/2010,Not Explicit,Rock,True
Patty Griffin,Crying Over,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
JONGHYUN,Shinin',1.29,23/01/2018,Not Explicit,K-Pop,True
TEEN TOP,To You,0.99,30/05/2012,Not Explicit,K-Pop,True
A Boogie wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",1.29,14/02/2020,Explicit,Hip-Hop/Rap,True
Patty Griffin,Burgundy Shoes,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Spirit,Nature's Way,1.29,01/01/1968,Not Explicit,Rock,True
Patty Griffin,Love Throw a Line,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Patty Griffin,Sweet Lorraine,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Patty Griffin,Trapeze,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Archie Bell & The Drells,Tighten Up,0.99,01/01/1983,Not Explicit,R&B/Soul,True
Patty Griffin,Standing,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Keen Collective,Artists,0.99,17/09/2020,Not Explicit,Instrumental,True
Laid Back,White Horse,1.29,01/01/2010,Not Explicit,Rock,True
Patty Griffin,You Never Get What You Want,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Patty Griffin,Stay On the Ride,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Limahl,Never Ending Story,1.29,01/01/2010,Not Explicit,Rock,True
GAME FREAK & Go Ichinose,Trainers' Eyes Meet (Artist),0.99,22/12/2006,Not Explicit,Soundtrack,False
Eddie Rabbitt,Two Dollars In the Jukebox,0.99,28/07/1998,Not Explicit,Country,True
A Boogie wit da Hoodie,Me and My Guitar,1.29,14/02/2020,Explicit,Hip-Hop/Rap,True
Talking Heads,Artists Only,1.29,21/07/1978,Not Explicit,Alternative,True
Patty Griffin,Get Yourself Another Fool,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Patty Griffin,No Bad News,0.99,09/09/2008,Not Explicit,Singer/Songwriter,True
Gratitude,Drive Away,0.99,23/10/2004,Not Explicit,Alternative,True
The New 101 Strings Orchestra,Artist’s Life,0.99,01/01/2000,Not Explicit,Dance,True
Death from Above 1979,Blood On Our Hands,1.29,26/10/2004,Not Explicit,Alternative,True
Kirk Franklin,Are You Listening (Kirk Franklin Presents Artists United for Haiti),1.29,23/01/2010,Not Explicit,Christian,True
JONGHYUN,Before Our Spring,1.29,23/01/2018,Not Explicit,K-Pop,True
Ben Kweller,Penny On the Train Track,0.99,21/08/2007,Not Explicit,Alternative,True
Eddie Vedder,My City of Ruins (Benefiting Artists for Peace and Justice Haiti Relief) [Live from the Kennedy Center Honors],0.99,26/01/2010,Not Explicit,Rock,True
Fatman Scoop,It Takes Scoop (feat. DJ Kool),0.99,09/10/2008,Not Explicit,Hip-Hop/Rap,True
"Artists Of Then, Now & Forever",Forever Country,1.29,16/09/2016,Not Explicit,Country,True
JONGHYUN,Only One You Need,1.29,23/01/2018,Not Explicit,K-Pop,True
The Tokens,The Lion Sleeps Tonight,0.99,01/01/1961,Not Explicit,Rock,True
Orchestra of the Viennese Volksoper & Peter Falk,"Artist's Life Waltz, Op. 316",0.99,01/01/1987,Not Explicit,Classical,True
Melody Gardot,Preacherman,1.29,01/06/2015,Not Explicit,Jazz,True
Dick Van Dyke,Pavement Artist,1.29,27/08/1964,Not Explicit,Musicals,True
JONGHYUN,Take The Dive,1.29,23/01/2018,Not Explicit,K-Pop,True
Various Artists,God Bless The USA,0.99,13/02/2006,Not Explicit,Holiday,True
JONGHYUN,Just for a day,1.29,23/01/2018,Not Explicit,K-Pop,True
Melody Gardot,Once I Was Loved,1.29,04/05/2015,Not Explicit,Jazz,True
JONGHYUN,#Hashtag,1.29,23/01/2018,Not Explicit,K-Pop,True
JONGHYUN,Grease,1.29,23/01/2018,Not Explicit,K-Pop,True
The Jacka,Never Blink,0.99,15/08/2005,Explicit,Hip-Hop/Rap,True
A Boogie wit da Hoodie,Way Too Fly (feat. Davido),1.29,23/05/2018,Explicit,Hip-Hop/Rap,True
JONGHYUN,Rewind,1.29,23/01/2018,Not Explicit,K-Pop,True
JONGHYUN,Sightseeing,1.29,23/01/2018,Not Explicit,K-Pop,True
JONGHYUN,Sentimental,1.29,23/01/2018,Not Explicit,K-Pop,True
JONGHYUN,I’m So Curious,1.29,23/01/2018,Not Explicit,K-Pop,True
The Jacka,Girls Say,0.99,15/08/2005,Explicit,Hip-Hop/Rap,True
Eddie Rabbitt,On Second Though,0.99,28/07/1998,Not Explicit,Country,True
Andy Williams,In the Arms of Love,1.29,01/01/1957,Not Explicit,Pop,True
Eddie Rabbitt,American Boy,0.99,28/07/1998,Not Explicit,Country,True
Ben Kweller,Nothing Happening,0.99,21/08/2007,Not Explicit,Alternative,True
Sonya Belousova & Giona Ostinelli,Giltine the Artist,1.29,24/01/2020,Not Explicit,Soundtrack,True
Eugene Wilde,Gotta Get You Home Tonight,0.99,01/01/2004,Not Explicit,R&B/Soul,True
St. Petersburg Radio Symphony Orchestra & Stanislav Gorkovenko,"Künstlerleben (An Artist's Life), Op. 316: Waltz",0.99,01/01/2003,Not Explicit,Classical,True
Jellybean,Sidewalk Talk,1.29,21/10/1984,Not Explicit,Rock,True
Paul Carrack,Don't Shed a Tear,1.29,01/11/1987,Not Explicit,Rock,True
Chesney Hawkes,The One and Only,1.0503141512152945,01/01/1990,Not Explicit,Rock,True
Ingrid Michaelson,Keep Breathing,0.99,10/02/2009,Not Explicit,Rock,True
A Boogie wit da Hoodie,Thug Love,1.29,14/02/2020,Explicit,Hip-Hop/Rap,True
Norah Jones,Change Is Gonna Come,0.99,11/01/2011,Not Explicit,Soundtrack,True
Amilia K Spicer,Only Love Can Break Your Heart,0.99,12/02/2008,Not Explicit,Rock,True
Ben Kweller,Until I Die,0.99,21/08/2007,Not Explicit,Alternative,True
Delbert McClinton,Giving It Up for Your Love,1.29,01/01/2010,Not Explicit,Rock,True
A Boogie wit da Hoodie,Cinderella Story,1.29,14/02/2020,Explicit,Hip-Hop/Rap,True
Ben Kweller,Run,0.99,21/08/2007,Not Explicit,Alternative,True
Sly Fox,Let's Go All the Way,1.29,01/04/2008,Not Explicit,Pop,True
Melody Gardot,Don't Talk,1.29,04/05/2015,Not Explicit,Jazz,True
Ben Kweller,Lizzy,0.99,21/08/2007,Not Explicit,Alternative,True
Studio Artist,"Swing the Mood: In the Mood, Rock Around the Clock, Rock-A-Beatin' Boogie, Tutti Frutti, Wake Up Little Suzie, C'mon Everybody, Hound Dog, Shake, Rattle & Roll, All Shook Up, Jailhouse Rock, At the Ho",1.0503141512152945,10/11/1991,Not Explicit,Pop,True
A Boogie wit da Hoodie,Pretending (feat. Jessie Reyez),1.29,20/06/2018,Explicit,Hip-Hop/Rap,True
Ben Kweller,Family Tree,0.99,21/08/2007,Not Explicit,Alternative,True
Betty Everett,It's In His Kiss (The Shoop Shoop Song),0.99,10/12/1957,Not Explicit,Rock,True
